# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 16 07:48:29 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
#
pl_name,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_dens
Kepler-2000 b,6.38315913500,2.73000000,7.90000000,M-R relationship,2.130000
Kepler-2000 c,20.61803480000,1.57000000,3.09000000,M-R relationship,4.390000
Kepler-2001 b,1.09001100300,1.04000000,1.12000000,M-R relationship,5.470000
Kepler-2001 c,14.09258318900,1.82000000,3.97000000,M-R relationship,3.620000
Kepler-201 b,25.67208300000,2.46000000,6.62000000,M-R relationship,2.440000
Kepler-201 c,151.88405800000,2.85000000,8.50000000,M-R relationship,2.020000
Kepler-202 b,4.06942700000,1.63000000,3.29000000,M-R relationship,4.170000
Kepler-202 c,16.28249300000,1.85000000,4.08000000,M-R relationship,3.540000
Kepler-203 b,3.16269700000,2.57000000,7.13000000,M-R relationship,2.310000
Kepler-203 c,5.37064700000,2.47000000,749.90000000,Mass,273.000000
Kepler-203 d,11.32972000000,1.44000000,33.90000000,Mass,62.400000
Kepler-204 b,14.40097400000,2.53000000,6.94000000,M-R relationship,2.350000
Kepler-204 c,25.66059300000,1.79000000,3.86000000,M-R relationship,3.700000
Kepler-205 b,2.75564000000,1.51000000,2.89000000,M-R relationship,4.610000
Kepler-205 c,20.30654600000,1.64000000,3.33000000,M-R relationship,4.150000
Kepler-206 b,7.78198700000,1.20000000,1.87000000,M-R relationship,5.950000
Kepler-206 c,13.13747100000,1.77000000,3.78000000,M-R relationship,3.750000
Kepler-206 d,23.44281000000,1.19000000,1.81000000,M-R relationship,5.900000
Kepler-207 b,1.61186500000,1.57000000,3.09000000,M-R relationship,4.390000
Kepler-207 c,3.07157100000,1.50000000,2.86000000,M-R relationship,4.660000
Kepler-207 d,5.86807500000,3.31000000,11.00000000,M-R relationship,1.670000
Kepler-208 b,4.22864000000,1.63000000,3.29000000,M-R relationship,4.170000
Kepler-208 c,7.46662300000,1.39000000,2.51000000,M-R relationship,5.140000
Kepler-208 d,11.13178600000,1.20000000,1.87000000,M-R relationship,5.950000
Kepler-208 e,16.25945800000,1.48000000,2.79000000,M-R relationship,4.730000
Kepler-209 b,16.08784500000,2.26000000,5.73000000,M-R relationship,2.730000
Kepler-209 c,41.74988200000,3.10000000,9.80000000,M-R relationship,1.810000
Kepler-21 b,2.78582120000,1.63900000,7.50000000,Mass,9.300000
Kepler-210 b,2.45323400000,2.94000000,8.96000000,M-R relationship,1.940000
Kepler-210 c,7.97251300000,3.62000000,12.80000000,M-R relationship,1.480000
Kepler-211 b,4.13857500000,1.26000000,2.13000000,M-R relationship,5.850000
Kepler-211 c,6.04045000000,1.29000000,18.30000000,Mass,46.800000
Kepler-212 b,16.25758200000,1.09000000,1.32000000,M-R relationship,5.600000
Kepler-212 c,31.80517400000,2.74000000,7.95000000,M-R relationship,2.120000
Kepler-213 b,2.46236000000,1.62000000,3.26000000,M-R relationship,4.210000
Kepler-213 c,4.82296200000,2.34000000,6.08000000,M-R relationship,2.610000
Kepler-214 b,15.66054400000,2.61000000,7.32000000,M-R relationship,2.260000
Kepler-214 c,28.77980000000,2.13000000,5.18000000,M-R relationship,2.950000
Kepler-215 b,9.36067200000,1.62000000,3.26000000,M-R relationship,4.210000
Kepler-215 c,14.66710800000,1.77000000,3.78000000,M-R relationship,3.750000
Kepler-215 d,30.86442300000,2.39000000,23.60000000,Mass,9.500000
Kepler-215 e,68.16101000000,1.75000000,3.71000000,M-R relationship,3.800000
Kepler-216 b,7.69364100000,2.35000000,6.12000000,M-R relationship,2.590000
Kepler-216 c,17.40666900000,3.04000000,9.48000000,M-R relationship,1.850000
Kepler-217 b,5.37494300000,2.23000000,5.60000000,M-R relationship,2.770000
Kepler-217 c,8.58600400000,1.85000000,4.08000000,M-R relationship,3.540000
Kepler-217 d,3.88689525000,1.32000000,2.30000000,M-R relationship,5.500000
Kepler-218 b,3.61933700000,1.48000000,2.79000000,M-R relationship,4.730000
Kepler-218 c,44.69957600000,3.14000000,10.00000000,M-R relationship,1.770000
Kepler-218 d,124.52446470000,2.66000000,7.56000000,M-R relationship,2.210000
Kepler-219 b,4.58551200000,2.95000000,9.01000000,M-R relationship,1.930000
Kepler-219 c,22.71461300000,3.58000000,12.50000000,M-R relationship,1.500000
Kepler-219 d,47.90364500000,2.81000000,19.10000000,Mass,4.730000
Kepler-22 b,289.86387600000,2.10000000,9.10000000,Mass,5.200000
Kepler-220 b,4.15980700000,0.81000000,0.45700000,M-R relationship,4.730000
Kepler-220 c,9.03419900000,1.57000000,3.09000000,M-R relationship,4.390000
Kepler-220 d,28.12239700000,0.98000000,0.90400000,M-R relationship,5.280000
Kepler-220 e,45.90273300000,1.33000000,2.33000000,M-R relationship,5.440000
Kepler-221 b,2.79590600000,1.71000000,5.95575000,Mass,0.190000
Kepler-221 c,5.69058600000,2.93000000,9.30000000,Mass,1.940000
Kepler-221 d,10.04156000000,2.73000000,3.61000000,Mass,0.900000
Kepler-221 e,18.36991700000,2.63000000,7.86706000,Mass,0.570000
Kepler-222 b,3.93698100000,3.16000000,10.10000000,M-R relationship,1.760000
Kepler-222 c,10.08881000000,4.64000000,19.40000000,M-R relationship,1.070000
Kepler-222 d,28.08191200000,3.69000000,13.20000000,M-R relationship,1.440000
Kepler-223 b,7.38449000000,2.99000000,7.40000000,Mass,1.540000
Kepler-223 c,9.84564000000,3.44000000,5.10000000,Mass,0.710000
Kepler-223 d,14.78869000000,5.24000000,8.00000000,Mass,0.310000
Kepler-223 e,19.72567000000,4.60000000,4.80000000,Mass,0.280000
Kepler-224 b,3.13292400000,1.39000000,2.51000000,M-R relationship,5.140000
Kepler-224 c,5.92500300000,3.12000000,9.91000000,M-R relationship,1.790000
Kepler-224 d,11.34939300000,2.30000000,5.90000000,M-R relationship,2.660000
Kepler-224 e,18.64357700000,1.97000000,4.54000000,M-R relationship,3.260000
Kepler-225 b,6.73897500000,1.20000000,1.87000000,M-R relationship,5.950000
Kepler-225 c,18.79423400000,1.84000000,4.04000000,M-R relationship,3.560000
Kepler-226 b,3.94099700000,1.55000000,24.00000000,Mass,35.400000
Kepler-226 c,5.34955500000,2.27000000,45.20000000,Mass,21.200000
Kepler-226 d,8.10904400000,1.22000000,1.98000000,M-R relationship,5.990000
Kepler-227 b,9.48801500000,3.11000000,9.85000000,M-R relationship,1.800000
Kepler-227 c,54.41869400000,3.04000000,9.48000000,M-R relationship,1.850000
Kepler-228 b,2.56654600000,1.53000000,2.96000000,M-R relationship,4.540000
Kepler-228 c,4.13444400000,2.70000000,7.75000000,M-R relationship,2.160000
Kepler-228 d,11.09428600000,4.04000000,15.40000000,M-R relationship,1.280000
Kepler-229 b,6.25297200000,2.20000000,5.48000000,M-R relationship,2.830000
Kepler-229 c,16.06863800000,4.92000000,21.50000000,M-R relationship,0.992000
Kepler-229 d,41.19491200000,3.85000000,14.20000000,M-R relationship,1.370000
Kepler-23 b,7.10000000000,1.63800000,2.56000000,Mass,3.186870
Kepler-23 c,10.74000000000,3.00500000,7.81000000,Mass,1.576894
Kepler-23 d,15.27000000000,2.20600000,4.44000000,Mass,2.260583
Kepler-230 b,32.62555500000,4.26000000,16.80000000,M-R relationship,1.190000
Kepler-230 c,91.77324200000,2.04000000,4.82000000,M-R relationship,3.120000
Kepler-231 b,10.06527500000,1.73000000,35.40000000,Mass,13.800000
Kepler-231 c,19.27156600000,1.93000000,24.10000000,Mass,0.970000
Kepler-232 b,4.43122200000,3.08000000,9.69000000,M-R relationship,1.820000
Kepler-232 c,11.37934900000,3.83000000,14.00000000,M-R relationship,1.370000
Kepler-233 b,8.47238200000,2.43000000,6.48000000,M-R relationship,2.480000
Kepler-233 c,60.41895500000,2.71000000,7.80000000,M-R relationship,2.150000
Kepler-234 b,2.71150600000,3.70000000,13.20000000,M-R relationship,1.430000
Kepler-234 c,7.21205000000,3.51000000,12.10000000,M-R relationship,1.540000
Kepler-235 b,3.34022200000,2.23000000,5.60000000,M-R relationship,2.770000
Kepler-235 c,7.82490400000,1.28000000,2.18000000,M-R relationship,5.710000
Kepler-235 d,20.06054800000,2.05000000,4.86000000,M-R relationship,3.100000
Kepler-235 e,46.18366900000,2.22000000,5.56000000,M-R relationship,2.790000
Kepler-236 b,8.29561100000,1.57000000,3.09000000,M-R relationship,4.390000
Kepler-236 c,23.96812700000,2.00000000,4.66000000,M-R relationship,3.200000
Kepler-237 b,4.71510600000,1.41000000,2.57000000,M-R relationship,5.040000
Kepler-237 c,8.10363600000,2.08000000,4.98000000,M-R relationship,3.040000
Kepler-238 b,2.09087600000,1.73000000,3305.02000000,Mass,526.000000
Kepler-238 c,6.15555700000,2.39000000,152.52200000,Mass,3.200000
Kepler-238 d,13.23354900000,3.07000000,23.10000000,Mass,2.950000
Kepler-238 e,23.65400000000,5.60000000,169.70000000,Mass,0.540000
Kepler-238 f,50.44700000000,2.00000000,13.50000000,Mass,1.700000
Kepler-239 b,11.76305100000,2.33000000,6.04000000,M-R relationship,2.620000
Kepler-239 c,56.22809800000,2.51000000,6.85000000,M-R relationship,2.380000
Kepler-24 b,8.14000000000,2.34800000,11.14000000,Mass,4.686574
Kepler-24 c,12.33000000000,2.51400000,9.99000000,Mass,3.418442
Kepler-24 d,4.24438400000,1.67000000,293.95900000,Mass,152.000000
Kepler-24 e,18.99835500000,2.78000000,26.21180000,Mass,0.310000
Kepler-240 b,4.14449500000,1.37000000,2.45000000,M-R relationship,5.240000
Kepler-240 c,7.95352800000,2.20000000,102.30000000,Mass,52.800000
Kepler-241 b,12.71809200000,2.33000000,6.04000000,M-R relationship,2.620000
Kepler-241 c,36.06597800000,2.57000000,7.13000000,M-R relationship,2.310000
Kepler-242 b,8.20395000000,2.61000000,7.32000000,M-R relationship,2.260000
Kepler-242 c,14.49648100000,2.00000000,4.66000000,M-R relationship,3.200000
Kepler-243 b,5.71544200000,2.45000000,6.57000000,M-R relationship,2.450000
Kepler-243 c,20.02621800000,1.99000000,4.62000000,M-R relationship,3.220000
Kepler-244 b,4.31179200000,2.76000000,8.05000000,M-R relationship,2.100000
Kepler-244 c,9.76729200000,2.05000000,4.86000000,M-R relationship,3.100000
Kepler-244 d,20.05040100000,2.31000000,15.20000000,Mass,6.780000
Kepler-245 b,7.49019000000,2.57000000,146.78000000,Mass,0.120000
Kepler-245 c,17.46081200000,2.18000000,26.70000000,Mass,9.400000
Kepler-245 d,36.27710800000,3.03000000,21.60000000,Mass,0.011100
Kepler-245 e,3.21982105600,1.75000000,1806.36000000,Mass,902.000000
Kepler-246 b,4.60182000000,2.34000000,6.08000000,M-R relationship,2.610000
Kepler-246 c,11.18716100000,1.50000000,2.86000000,M-R relationship,4.660000
Kepler-247 b,3.33616000000,1.64000000,3.33000000,M-R relationship,4.150000
Kepler-247 c,9.43945200000,4.09000000,15.70000000,M-R relationship,1.260000
Kepler-247 d,20.47791200000,3.94000000,14.70000000,M-R relationship,1.320000
Kepler-248 b,6.30820500000,3.02000000,9.38000000,M-R relationship,1.870000
Kepler-248 c,16.23949400000,4.07000000,15.60000000,M-R relationship,1.270000
Kepler-249 b,3.30653900000,1.09000000,1.32000000,M-R relationship,5.600000
Kepler-249 c,7.11370200000,1.51000000,2.89000000,M-R relationship,4.610000
Kepler-249 d,15.36845900000,1.57000000,3.09000000,M-R relationship,4.390000
Kepler-25 b,6.23829700000,2.74800000,8.70000000,Mass,2.320000
Kepler-25 c,12.72070000000,5.21700000,15.20000000,Mass,0.588000
Kepler-25 d,122.40000000000,10.00000000,71.90000000,Mass,0.395000
Kepler-250 b,4.14814100000,1.13000000,1.51000000,M-R relationship,5.750000
Kepler-250 c,7.15680400000,2.28000000,5.82000000,M-R relationship,2.700000
Kepler-250 d,17.64831200000,2.18000000,5.39000000,M-R relationship,2.860000
Kepler-251 b,4.79093600000,1.33000000,2.33000000,M-R relationship,5.440000
Kepler-251 c,16.51404300000,2.77000000,8.10000000,M-R relationship,2.090000
Kepler-251 d,30.13300100000,2.77000000,8.10000000,M-R relationship,2.090000
Kepler-251 e,99.64016100000,2.77000000,8.10000000,M-R relationship,2.090000
Kepler-252 b,6.66839100000,1.23000000,2.04000000,M-R relationship,6.020000
Kepler-252 c,10.84846300000,2.15000000,5.27000000,M-R relationship,2.910000
Kepler-253 b,3.78398600000,1.63000000,3.29000000,M-R relationship,4.170000
Kepler-253 c,10.28195100000,2.65000000,7.51000000,M-R relationship,2.220000
Kepler-253 d,18.11986900000,3.17000000,10.20000000,M-R relationship,1.760000
Kepler-254 b,5.82666200000,3.87000000,14.30000000,M-R relationship,1.360000
Kepler-254 c,12.41218300000,2.15000000,3.20000000,Mass,1.770000
Kepler-254 d,18.74647700000,2.50000000,6.80000000,M-R relationship,2.390000
Kepler-255 b,5.71460600000,1.55000000,3.02000000,M-R relationship,4.460000
Kepler-255 c,9.94604700000,2.99000000,9.22000000,M-R relationship,1.900000
Kepler-255 d,1.04562265800,1.32000000,2.30000000,M-R relationship,5.500000
Kepler-256 b,1.62049300000,1.59000000,3.15000000,M-R relationship,4.310000
Kepler-256 c,3.38802000000,2.15000000,5.27000000,M-R relationship,2.910000
Kepler-256 d,5.83917200000,2.48000000,6.71000000,M-R relationship,2.420000
Kepler-256 e,10.68157200000,2.35000000,6.12000000,M-R relationship,2.590000
Kepler-257 b,2.38266700000,2.61000000,7.32000000,M-R relationship,2.260000
Kepler-257 c,6.58148400000,5.41000000,25.20000000,M-R relationship,0.875000
Kepler-257 d,24.66455100000,4.95000000,21.70000000,M-R relationship,0.983000
Kepler-258 b,13.19722000000,4.06000000,15.50000000,M-R relationship,1.270000
Kepler-258 c,33.65307900000,3.61000000,12.70000000,M-R relationship,1.480000
Kepler-259 b,8.11531700000,2.80000000,8.25000000,M-R relationship,2.070000
Kepler-259 c,36.92493100000,2.70000000,7.75000000,M-R relationship,2.160000
Kepler-26 b,12.28000000000,2.78000000,5.12000000,Mass,1.260000
Kepler-26 c,17.25590000000,2.72000000,6.20000000,Mass,1.610000
Kepler-26 d,3.54391900000,1.07000000,1.24000000,M-R relationship,5.560000
Kepler-26 e,46.82791500000,2.41000000,6.39000000,M-R relationship,2.510000
Kepler-260 b,8.18739900000,2.01000000,4.70000000,M-R relationship,3.180000
Kepler-260 c,76.05017800000,1.74000000,3.68000000,M-R relationship,3.840000
Kepler-261 b,10.38122700000,2.18000000,5.39000000,M-R relationship,2.860000
Kepler-261 c,24.57085800000,2.00000000,4.66000000,M-R relationship,3.200000
Kepler-262 b,13.06085500000,1.36000000,2.42000000,M-R relationship,5.290000
Kepler-262 c,21.85372200000,1.64000000,3.33000000,M-R relationship,4.150000
Kepler-263 b,16.56808700000,2.67000000,7.61000000,M-R relationship,2.200000
Kepler-263 c,47.33277300000,2.47000000,6.66000000,M-R relationship,2.430000
Kepler-264 b,40.80623100000,3.33000000,11.10000000,M-R relationship,1.650000
Kepler-264 c,140.10126100000,2.83000000,8.40000000,M-R relationship,2.040000
Kepler-265 b,6.84626200000,1.86000000,4.12000000,M-R relationship,3.520000
Kepler-265 c,17.02893700000,2.63000000,7.41000000,M-R relationship,2.240000
Kepler-265 d,43.13061700000,2.49000000,6.76000000,M-R relationship,2.410000
Kepler-265 e,67.83102400000,2.59000000,7.22000000,M-R relationship,2.280000
Kepler-266 b,6.61833000000,2.48000000,6.71000000,M-R relationship,2.420000
Kepler-266 c,107.72360100000,3.89000000,14.40000000,M-R relationship,1.340000
Kepler-267 b,3.35372800000,1.98000000,37.90000000,Mass,26.800000
Kepler-267 c,6.87745000000,2.13000000,5.18000000,M-R relationship,2.950000
Kepler-267 d,28.46451500000,2.27000000,5.77000000,M-R relationship,2.710000
Kepler-268 b,25.93413800000,2.55000000,7.04000000,M-R relationship,2.330000
Kepler-268 c,83.44639300000,3.38000000,11.40000000,M-R relationship,1.620000
Kepler-269 b,5.32671800000,2.47000000,6.66000000,M-R relationship,2.430000
Kepler-269 c,8.12789900000,1.69000000,3.50000000,M-R relationship,3.980000
Kepler-27 b,15.33480000000,4.00000000,2895.31000000,Mass,
Kepler-27 c,31.33090000000,4.90000000,4385.87000000,Mass,
Kepler-27 d,6.54628992100,2.70619460,7.78000000,M-R relationship,2.160000
Kepler-270 b,11.47609400000,2.01000000,4.70000000,M-R relationship,3.180000
Kepler-270 c,25.26288700000,1.77000000,3.78000000,M-R relationship,3.750000
Kepler-271 b,10.43547805000,1.23000000,2.04000000,M-R relationship,6.020000
Kepler-271 c,7.41086267000,0.95000000,0.80900000,M-R relationship,5.180000
Kepler-271 d,5.24972541000,0.66000000,0.21900000,M-R relationship,4.190000
Kepler-272 b,2.97135300000,1.43000000,78.00000000,Mass,147.000000
Kepler-272 c,6.05734200000,1.79000000,97.80000000,Mass,93.700000
Kepler-272 d,10.93730400000,2.25000000,5.69000000,M-R relationship,2.740000
Kepler-273 b,2.93653200000,1.50000000,2.86000000,M-R relationship,4.660000
Kepler-273 c,8.01492700000,1.98000000,4.58000000,M-R relationship,3.240000
Kepler-274 b,11.63478800000,1.54000000,2.99000000,M-R relationship,4.500000
Kepler-274 c,33.19786100000,1.84000000,4.04000000,M-R relationship,3.560000
Kepler-275 b,10.30068200000,2.34000000,6.08000000,M-R relationship,2.610000
Kepler-275 c,16.08813400000,3.38000000,11.40000000,M-R relationship,1.620000
Kepler-275 d,35.67606200000,3.33000000,11.10000000,M-R relationship,1.650000
Kepler-276 b,14.12841000000,2.87000000,731.20900000,Mass,73.000000
Kepler-276 c,31.88400000000,2.90000000,16.60000000,Mass,0.890000
Kepler-276 d,48.64800000000,2.80000000,16.30000000,Mass,0.760000
Kepler-277 b,17.32400000000,2.92000000,87.30000000,Mass,9.200000
Kepler-277 c,33.00600000000,3.36000000,64.20000000,Mass,7.800000
Kepler-278 b,30.15560000000,3.95500000,56.00000000,Mass,5.000000
Kepler-278 c,51.11100000000,3.26800000,34.90000000,Mass,5.500000
Kepler-279 b,12.30968100000,3.62000000,4180.93000000,Mass,165.000000
Kepler-279 c,35.73600000000,4.30000000,49.40000000,Mass,0.300000
Kepler-279 d,54.41400000000,3.10000000,37.50000000,Mass,0.300000
Kepler-279 e,98.35310000000,4.13000000,56.00000000,Mass,7.300000
Kepler-28 b,5.91000000000,1.95900000,1.63000000,Mass,1.185427
Kepler-28 c,8.99000000000,1.85700000,2.06000000,Mass,1.764357
Kepler-280 b,2.13954200000,1.45000000,2.70000000,M-R relationship,4.870000
Kepler-280 c,4.80709100000,2.01000000,4.70000000,M-R relationship,3.180000
Kepler-281 b,14.64600800000,2.82000000,324.00000000,Mass,52.000000
Kepler-281 c,36.33737300000,5.31000000,161.12400000,Mass,0.005100
Kepler-281 d,148.27200320000,5.93747806,654.00000000,Mass,12.300000
Kepler-282 b,9.22052400000,1.01000000,1.01000000,M-R relationship,5.390000
Kepler-282 c,13.63872300000,1.20000000,1.87000000,M-R relationship,5.950000
Kepler-282 d,24.80600000000,2.46000000,61.00000000,Mass,22.500000
Kepler-282 e,44.34700000000,3.10000000,56.20000000,Mass,10.400000
Kepler-283 b,11.00815100000,2.13000000,5.18000000,M-R relationship,2.950000
Kepler-283 c,92.74371100000,1.82000000,3.97000000,M-R relationship,3.620000
Kepler-284 b,12.69914900000,2.24000000,5.65000000,M-R relationship,2.760000
Kepler-284 c,37.51445600000,2.61000000,7.32000000,M-R relationship,2.260000
Kepler-285 b,2.63386700000,1.34000000,2.36000000,M-R relationship,5.390000
Kepler-285 c,6.18667600000,1.12000000,1.46000000,M-R relationship,5.710000
Kepler-286 b,1.79630200000,1.24000000,2.07000000,M-R relationship,5.970000
Kepler-286 c,3.46809500000,1.37000000,2.45000000,M-R relationship,5.240000
Kepler-286 d,5.91432300000,1.33000000,2.33000000,M-R relationship,5.440000
Kepler-286 e,29.22128900000,1.77000000,3.78000000,M-R relationship,3.750000
Kepler-287 b,20.34219900000,2.33000000,83.00000000,Mass,27.300000
Kepler-287 c,44.85189600000,3.26000000,66.00000000,Mass,15.400000
Kepler-288 b,6.09732600000,1.67000000,3.43000000,M-R relationship,4.050000
Kepler-288 c,19.30577200000,2.85000000,8.50000000,M-R relationship,2.020000
Kepler-288 d,56.63374200000,2.67000000,7.61000000,M-R relationship,2.200000
Kepler-289 b,34.53830000000,2.49000000,3.70000000,Mass,1.450000
Kepler-289 c,125.87230000000,11.23000000,157.18000000,Mass,0.660000
Kepler-289 d,66.02820000000,3.03000000,5.33000000,Mass,1.140000
Kepler-289 e,330.07160000000,2.94000000,17.40000000,Mass,2.920000
Kepler-29 b,10.33974000000,2.55000000,5.00000000,Mass,1.650000
Kepler-29 c,13.28613000000,2.34000000,4.50000000,Mass,1.910000
Kepler-290 b,14.58934700000,2.25000000,5.69000000,M-R relationship,2.740000
Kepler-290 c,36.77031000000,2.70000000,7.75000000,M-R relationship,2.160000
Kepler-290 d,0.76401755300,0.86000000,0.56600000,M-R relationship,4.890000
Kepler-291 b,3.54651100000,2.16000000,5.31000000,M-R relationship,2.900000
Kepler-291 c,5.70078600000,1.88000000,4.19000000,M-R relationship,3.470000
Kepler-292 b,2.58082700000,1.32000000,2.30000000,M-R relationship,5.500000
Kepler-292 c,3.71533500000,1.47000000,2.76000000,M-R relationship,4.770000
Kepler-292 d,7.05567900000,2.23000000,5.60000000,M-R relationship,2.770000
Kepler-292 e,11.97901000000,2.67000000,7.61000000,M-R relationship,2.200000
Kepler-292 f,20.83423700000,2.35000000,6.12000000,M-R relationship,2.590000
Kepler-293 b,19.25419600000,3.07000000,9.64000000,M-R relationship,1.830000
Kepler-293 c,54.15574300000,3.83000000,14.00000000,M-R relationship,1.370000
Kepler-294 b,3.70121200000,1.77000000,3.78000000,M-R relationship,3.750000
Kepler-294 c,6.62640000000,2.71000000,7.80000000,M-R relationship,2.150000
Kepler-295 b,12.64516400000,1.22000000,1.98000000,M-R relationship,5.990000
Kepler-295 c,21.52625800000,1.17000000,1.71000000,M-R relationship,5.870000
Kepler-295 d,33.88405400000,1.36000000,2.42000000,M-R relationship,5.290000
Kepler-296 b,10.86438400000,1.61000000,3.22000000,M-R relationship,3.000000
Kepler-296 c,5.84163660000,2.00000000,4.66000000,M-R relationship,1.200000
Kepler-296 d,19.85029100000,2.09000000,5.02000000,M-R relationship,1.900000
Kepler-296 e,34.14211000000,1.53000000,2.96000000,M-R relationship,4.100000
Kepler-296 f,63.33627000000,1.80000000,3.89000000,M-R relationship,3.200000
Kepler-297 b,38.87182600000,2.87000000,48.50000000,Mass,11.300000
Kepler-297 c,74.92013700000,6.54000000,42.10000000,Mass,0.827000
Kepler-297 d,150.01895110000,32.60000000,,Msini,
Kepler-298 b,10.47546400000,1.96000000,4.50000000,M-R relationship,3.280000
Kepler-298 c,22.92881000000,1.93000000,4.38000000,M-R relationship,3.350000
Kepler-298 d,77.47363300000,2.50000000,6.80000000,M-R relationship,2.390000
Kepler-299 b,2.92712800000,1.32000000,2.30000000,M-R relationship,5.500000
Kepler-299 c,6.88587500000,2.65000000,7.51000000,M-R relationship,2.220000
Kepler-299 d,15.05478600000,1.86000000,4.12000000,M-R relationship,3.520000
Kepler-299 e,38.28548900000,1.87000000,4.16000000,M-R relationship,3.500000
Kepler-30 b,29.33434000000,3.90000000,11.30000000,Mass,1.020000
Kepler-30 c,60.32310500000,12.30000000,640.00000000,Mass,1.880000
Kepler-30 d,143.34394000000,8.80000000,23.10000000,Mass,0.190000
Kepler-300 b,10.44634700000,1.67000000,3.43000000,M-R relationship,4.050000
Kepler-300 c,40.71495500000,2.25000000,5.69000000,M-R relationship,2.740000
Kepler-301 b,2.50855300000,1.35000000,2.39000000,M-R relationship,5.340000
Kepler-301 c,5.41902600000,1.35000000,2.39000000,M-R relationship,5.340000
Kepler-301 d,13.75124300000,1.75000000,3.71000000,M-R relationship,3.800000
Kepler-302 b,30.18410400000,4.06000000,15.50000000,M-R relationship,1.270000
Kepler-302 c,127.28218400000,12.45000000,,Msini,
Kepler-303 b,1.93705500000,0.89000000,0.64000000,M-R relationship,4.990000
Kepler-303 c,7.06114900000,1.14000000,1.55000000,M-R relationship,5.750000
Kepler-304 b,3.29570900000,2.86000000,8.55000000,M-R relationship,2.010000
Kepler-304 c,5.31594600000,2.17000000,5.35000000,M-R relationship,2.880000
Kepler-304 d,9.65347100000,2.75000000,8.00000000,M-R relationship,2.110000
Kepler-304 e,1.49914695300,1.20000000,1.87000000,M-R relationship,5.950000
Kepler-305 b,5.48700000000,3.60000000,10.50000000,Mass,1.240000
Kepler-305 c,8.29100000000,3.30000000,6.00000000,Mass,0.917000
Kepler-305 d,16.74000000000,2.76000000,6.20000000,Mass,1.632030
Kepler-305 e,3.20538000000,1.79381530,3.87000000,M-R relationship,3.680000
Kepler-306 b,4.64618600000,1.52000000,2.92000000,M-R relationship,4.570000
Kepler-306 c,7.24019300000,2.35000000,6.12000000,M-R relationship,2.590000
Kepler-306 d,17.32664400000,2.47000000,6.66000000,M-R relationship,2.430000
Kepler-306 e,44.84097500000,2.27000000,5.77000000,M-R relationship,2.710000
Kepler-307 b,10.42080000000,2.43000000,7.44000000,Mass,2.620000
Kepler-307 c,13.07290000000,2.20000000,3.64000000,Mass,1.740000
Kepler-308 b,9.69492800000,2.12000000,5.14000000,M-R relationship,2.960000
Kepler-308 c,15.38231000000,2.16000000,5.31000000,M-R relationship,2.900000
Kepler-309 b,5.92365300000,1.56000000,3.05000000,M-R relationship,4.410000
Kepler-309 c,105.35638300000,2.51000000,6.85000000,M-R relationship,2.380000
Kepler-31 b,20.86130000000,5.50000000,36.74180000,Mass,0.780000
Kepler-31 c,42.63180000000,5.30000000,1493.70000000,Mass,0.730000
Kepler-31 d,87.64510000000,3.90000000,2161.24400000,Mass,0.077000
Kepler-310 b,13.93069800000,1.19000000,1.81000000,M-R relationship,5.900000
Kepler-310 c,56.47542000000,3.38000000,11.40000000,M-R relationship,1.620000
Kepler-310 d,92.87612500000,2.47000000,7.00000000,Mass,3.300000
Kepler-311 b,9.17609200000,1.70000000,3.53000000,M-R relationship,3.950000
Kepler-311 c,19.73828600000,1.43000000,2.63000000,M-R relationship,4.940000
Kepler-311 d,232.04032600000,2.05000000,4.86000000,M-R relationship,3.100000
Kepler-312 b,1.77241900000,1.29000000,2.21000000,M-R relationship,5.660000
Kepler-312 c,19.74741200000,3.15000000,10.10000000,M-R relationship,1.780000
Kepler-313 b,14.97041800000,2.53000000,6.94000000,M-R relationship,2.350000
Kepler-313 c,32.27327300000,2.57000000,7.13000000,M-R relationship,2.310000
Kepler-314 b,2.46106900000,0.83000000,0.49800000,M-R relationship,4.790000
Kepler-314 c,5.96039200000,2.90000000,8.75000000,M-R relationship,1.970000
Kepler-315 b,96.10114100000,3.77000000,13.70000000,M-R relationship,1.400000
Kepler-315 c,265.46933500000,4.15000000,16.10000000,M-R relationship,1.240000
Kepler-316 b,2.24050800000,1.06000000,1.20000000,M-R relationship,5.540000
Kepler-316 c,6.82776600000,1.16000000,1.65000000,M-R relationship,5.810000
Kepler-317 b,5.52424200000,2.09000000,109.80000000,Mass,66.100000
Kepler-317 c,8.77501000000,1.72000000,3.61000000,M-R relationship,3.900000
Kepler-318 b,4.66271500000,4.71000000,19.90000000,M-R relationship,1.050000
Kepler-318 c,11.81500700000,3.68000000,13.10000000,M-R relationship,1.440000
Kepler-319 b,4.36270500000,1.63000000,3.29000000,M-R relationship,4.170000
Kepler-319 c,6.94135700000,2.63000000,7.41000000,M-R relationship,2.240000
